PlayerID,TransactionTime,TransactionType,Amount
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 01:45:43,win,35.82
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-15 02:48:22,payout,2834.36
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-06 02:35:04,bet,1621.92
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-03 22:18:57,bet,4817.35
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-04 22:33:45,payout,2193.89
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-09 19:13:06,loss,541.56
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-04 10:33:18,payout,903.76
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-28 20:03:16,win,1776.43
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-03 01:35:14,win,2572.21
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-28 16:43:17,bet,447.28
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-21 04:38:38,loss,3414.73
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-08 02:15:37,payout,3599.57
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 20:59:19,loss,2454.82
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 02:29:11,win,2420.92
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-09 00:13:42,loss,2925.74
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-20 07:14:23,win,2185.27
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-06 18:10:09,win,623.81
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-23 09:30:37,bet,1306.1
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-17 02:31:59,loss,4693.08
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-25 13:52:26,payout,1784.31
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-09 15:39:44,payout,862.67
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-24 06:54:05,payout,2450.44
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-21 15:02:42,win,4904.72
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-01 09:21:25,loss,367.24
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-09 22:58:09,win,605.42
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-17 18:34:03,win,3046.46
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-17 18:55:50,payout,3067.69
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-24 03:18:06,payout,2350.03
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 18:16:48,payout,4425.65
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-03 23:39:34,win,551.14
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-19 19:55:03,payout,1599.19
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-27 13:07:20,win,3138.76
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 04:59:06,loss,4138.26
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 22:54:28,win,735.22
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-10 17:12:07,loss,1025.15
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-11 12:30:56,bet,2942.07
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-14 01:38:04,payout,2797.55
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-30 03:21:59,bet,1434.9
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-26 18:09:56,loss,4562.9
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-27 07:47:35,bet,3866.42
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-23 22:34:37,bet,261.93
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-19 15:07:33,bet,4573.75
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 23:58:39,loss,731.96
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-26 17:37:33,win,4448.85
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 06:32:17,bet,4656.9
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-06 23:59:35,loss,4389.31
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-11 22:29:49,win,948.81
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-18 14:05:38,loss,1579.87
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-15 17:59:20,payout,3714.48
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-20 01:31:10,win,1823.68
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-29 20:49:13,bet,3728.16
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-14 06:46:21,loss,2799.26
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-29 12:35:53,payout,874.22
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 05:30:11,payout,1193.13
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-18 08:49:13,payout,4272.04
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-07 15:05:57,win,99.47
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-28 10:17:55,payout,4177.15
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 10:51:49,win,4534.99
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-25 20:49:19,win,1209.19
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-20 09:07:51,payout,1909.62
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-27 01:47:30,win,1368.57
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-08 20:47:46,payout,3554.76
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 17:40:38,win,1212.68
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-21 10:31:16,loss,4258.8
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 03:34:55,payout,2778.69
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-18 12:21:39,win,806.0
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-10 19:49:00,payout,3916.72
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-27 22:37:46,payout,4162.62
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-15 13:09:29,win,2818.52
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-22 19:19:23,bet,3526.34
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-21 00:06:39,win,698.54
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 12:06:25,loss,671.26
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 12:23:19,bet,1431.72
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 22:08:36,bet,1999.83
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-24 16:13:44,win,1088.22
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-17 20:42:46,payout,961.12
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-20 19:56:45,loss,3242.69
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-17 06:07:56,payout,3884.74
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 00:31:06,payout,2426.76
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-19 15:23:28,payout,1569.03
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-05 19:52:06,win,1230.97
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 06:14:49,payout,778.94
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 04:31:02,loss,2611.84
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-21 08:13:50,win,3549.78
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-29 08:30:46,loss,4140.39
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-25 18:30:17,payout,4118.66
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-15 22:43:11,loss,4800.34
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-22 05:07:13,bet,2453.74
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 01:56:04,loss,1415.84
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-26 14:31:08,win,3797.27
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 14:37:13,win,3101.4
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-06 09:46:21,payout,151.03
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-07 20:46:12,payout,4291.11
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-27 20:35:43,win,1657.3
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-19 09:58:17,win,4778.25
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 05:05:25,bet,922.59
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-07 04:13:42,loss,1818.87
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 02:02:03,bet,3707.68
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-13 10:15:40,win,1040.73
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-16 07:22:14,bet,2487.33
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-22 03:08:51,payout,918.37
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 09:42:25,win,3900.24
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-05 17:22:17,loss,3419.64
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 03:04:15,bet,2690.67
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-12-02 09:28:02,bet,4812.09
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-12 01:21:30,payout,3874.78
f85eda37-9071-4989-aff2-12a8d1a30de7,2023-11-20 10:57:45,loss,4375.13
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-10 13:39:56,loss,1855.04
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 04:35:44,loss,282.18
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 04:39:46,win,3717.27
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 07:26:05,win,880.91
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 02:05:11,loss,921.23
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-05 19:15:35,loss,3523.37
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-07 07:34:11,win,490.13
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 04:38:21,loss,2240.96
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 00:27:02,win,1338.98
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 08:42:14,payout,2827.69
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-29 00:07:29,bet,1714.97
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-21 17:36:00,payout,702.78
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 19:52:28,loss,4756.45
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 21:51:38,bet,468.6
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 02:38:59,bet,3435.99
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 16:06:04,loss,3467.25
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 07:24:20,bet,3843.52
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 03:03:31,win,4361.02
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-16 00:22:49,win,747.6
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 09:58:17,payout,4031.78
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 03:32:45,bet,1775.83
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 12:10:21,bet,452.23
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-28 01:01:34,win,3367.77
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-07 00:28:46,loss,572.0
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-15 09:05:17,win,1412.78
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 08:48:34,payout,4771.77
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 00:23:46,bet,1163.91
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 22:38:18,bet,1532.36
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 09:27:05,payout,3763.86
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-15 04:20:32,payout,1931.66
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 03:42:50,loss,4004.27
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 17:00:04,bet,3216.39
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-19 18:59:40,win,3795.97
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-22 12:15:03,payout,3927.21
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 23:05:05,win,751.36
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-07 12:10:46,bet,4935.6
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-19 11:17:09,loss,55.59
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-21 17:17:47,payout,670.92
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 04:24:22,win,1701.32
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-28 20:11:36,win,4266.22
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 06:20:48,loss,4593.9
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 16:41:30,bet,4020.19
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-21 11:37:16,payout,592.25
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-23 13:50:57,payout,3089.06
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 07:39:08,payout,2212.26
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-23 02:38:33,payout,650.74
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 21:48:42,win,1650.73
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 20:55:15,payout,4204.11
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-12 04:08:12,bet,228.31
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-22 11:16:26,loss,326.32
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 05:40:01,bet,1545.5
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-30 11:36:14,win,2062.76
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 04:59:49,bet,1146.01
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-12 12:52:35,win,2569.13
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-29 01:45:55,win,1122.75
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 13:33:57,win,884.23
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 14:08:37,bet,1273.83
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 23:25:28,loss,4582.8
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-07 02:01:07,win,4233.32
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 01:57:43,loss,2502.16
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-22 00:33:27,payout,2046.23
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 11:37:11,win,2454.39
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 00:07:41,bet,2384.16
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 11:47:45,payout,276.66
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-16 21:14:58,loss,877.51
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 07:45:28,loss,2177.72
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 02:01:16,loss,2747.29
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 09:09:36,win,3366.42
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-04 07:22:01,payout,2493.35
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-05 16:02:44,win,918.34
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 11:01:23,win,3368.53
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 10:27:57,bet,1422.77
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-26 13:58:44,win,1055.39
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-01 16:32:32,payout,4473.14
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-16 15:08:28,win,3577.12
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-12 10:39:40,loss,2587.68
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 00:22:28,payout,2982.12
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-30 13:09:05,loss,151.5
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-26 18:50:42,win,3736.04
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-16 12:38:57,loss,158.08
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 12:17:33,loss,2554.1
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-19 21:56:56,loss,3778.34
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 23:37:11,loss,4884.08
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 10:38:43,payout,886.99
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-07 16:46:55,loss,2351.85
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-01 19:26:56,win,2397.63
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 03:11:30,payout,1004.6
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 16:05:33,bet,1830.66
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 20:49:02,win,890.9
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-26 18:01:46,bet,138.37
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-29 16:51:54,bet,577.79
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 11:30:34,payout,3271.04
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 03:34:29,loss,3861.04
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-26 22:30:32,win,1069.82
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-12 07:33:46,bet,290.41
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 16:16:42,loss,2298.03
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-21 07:09:33,win,860.33
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-03 05:20:07,bet,4993.74
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-22 00:18:33,loss,3731.93
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 05:07:58,bet,2651.62
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-02 00:01:03,payout,4124.36
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-28 07:23:26,bet,794.24
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 06:27:34,bet,431.46
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 07:49:19,bet,4519.7
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-01 13:48:19,win,2741.45
8672d183-22da-40c2-9e81-a27b86922df7,2023-12-03 06:26:10,payout,569.98
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-25 05:17:50,bet,1759.66
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-16 09:16:45,win,937.16
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-09 22:18:05,bet,3651.47
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-20 12:16:31,bet,2191.16
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-29 11:02:08,win,2480.5
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-27 19:21:04,payout,1200.32
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 11:43:10,loss,958.36
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 14:30:32,win,3526.02
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-17 08:19:31,bet,123.94
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 22:42:33,bet,2556.89
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-15 23:59:41,payout,3446.56
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-15 14:30:53,loss,2722.28
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-18 10:44:08,payout,2313.28
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-23 08:12:22,win,31.73
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-24 09:52:30,loss,4061.05
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 10:14:33,loss,4930.75
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-10 17:06:29,loss,155.03
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-26 23:05:46,bet,556.54
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-08 11:08:30,bet,1903.26
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 22:07:50,bet,38.75
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-13 22:00:28,win,3588.54
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-21 12:19:21,loss,341.02
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-19 07:26:32,loss,968.37
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-04 14:07:43,payout,3520.94
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-14 16:29:17,win,3968.26
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-11 15:51:40,win,1344.4
8672d183-22da-40c2-9e81-a27b86922df7,2023-11-30 20:51:09,payout,797.93
30929e38-cf4a-41f4-99ba-09e597d4356d,2023-11-28 01:19:53,loss,2301.66
30929e38-cf4a-41f4-99ba-09e597d4356d,2023-11-18 22:52:28,win,4854.88
30929e38-cf4a-41f4-99ba-09e597d4356d,2023-11-07 15:07:37,bet,1673.29
30929e38-cf4a-41f4-99ba-09e597d4356d,2023-11-23 09:15:15,bet,915.84
30929e38-cf4a-41f4-99ba-09e597d4356d,2023-12-01 05:47:52,loss,1490.57
